id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
2682,Holo,HOT,holo,85,2018-04-29T00:00:00.000Z,,1.73E+11,1.78E+11,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c6ee5e31d828de241282b9606c8e98ea48526e2'}",72,2021-11-14T08:47:08.000Z,0.013478489,127499855.4,-30.2474,-0.38037362,0.25316036,-9.25900391,49.59202736,33.87615387,12.63521703,2330375143,0.0829,2394041637,2021-11-14T08:47:08.000Z
2777,IoTeX,IOTX,iotex,52,2018-05-25T00:00:00.000Z,10000000000,9540779324,9626124332,,73,2021-11-14T08:47:08.000Z,0.240562484,1465826089,104.531,11.94833512,24.61571027,123.7354614,256.7503195,274.7112844,155.2109314,2295153577,0.0817,2405624843,2021-11-14T08:47:08.000Z
5692,Compound,COMP,compound,214,2020-06-16T00:00:00.000Z,10000000,6018895.259,10000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc00e94cb662c3520282e6f5717214004a7f26888'}",74,2021-11-14T08:47:07.000Z,348.5839244,153843144.8,17.3183,0.18024169,3.19423069,-2.38149358,13.86253068,-18.70164441,-33.56625569,2098090130,0.0747,3485839244,2021-11-14T08:47:07.000Z
5567,Celo,CELO,celo,50,2020-05-22T00:00:00.000Z,1000000000,347297758,1000000000,,75,2021-11-14T08:47:06.000Z,5.777222734,38722599.44,-23.0874,-0.30926564,-0.71619797,-7.63366345,0.89036242,15.16398344,83.29492287,2006416503,0.0714,5777222734,2021-11-14T08:47:06.000Z
2087,KuCoin Token,KCS,kucoin-token,33,2017-10-24T00:00:00.000Z,170118638,80118638,170118638,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf34960d9d60be18cc1d5afc1a6f012a723a28811'}",76,2021-11-14T08:47:03.000Z,24.63654656,52846657.18,-0.0943,-0.43492979,12.19815379,28.45579334,105.7995003,103.7265389,109.3305343,1973846556,0.0703,4191135746,2021-11-14T08:47:03.000Z
2694,Nexo,NEXO,nexo,45,2018-05-01T00:00:00.000Z,1000000000,560000011,1000000000,"{'id': 1839, 'name': 'Binance Chain (BEP2)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'NEXO-A84'}",77,2021-11-14T08:47:07.000Z,3.165356615,9123767.569,-29.9288,-1.76031954,-3.80460053,1.45204076,90.96278734,91.37775163,61.24905482,1772599739,0.0631,3165356615,2021-11-14T08:47:07.000Z
3822,Theta Fuel,TFUEL,theta-fuel,24,2019-03-28T00:00:00.000Z,,5301214400,5301214400,,78,2021-11-14T08:46:09.000Z,0.331280002,55332596.35,22.5483,0.09094858,-4.04508787,-12.87043318,19.19410291,0.74943198,-10.89523648,1756186317,0.0625,1756186317,2021-11-14T08:46:09.000Z
1697,Basic Attention Token,BAT,basic-attention-token,249,2017-06-01T00:00:00.000Z,1500000000,1492278662,1500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d8775f648430679a709e98d2b0cb6250d2887ef'}",79,2021-11-14T08:47:07.000Z,1.158806194,328655150.7,-34.9066,-0.76007729,-3.06790042,16.78389811,69.4235653,47.09440905,42.57022938,1729261757,0.0616,1738209291,2021-11-14T08:47:07.000Z
873,NEM,XEM,nem,112,2015-04-01T00:00:00.000Z,8999999999,8999999999,8999999999,,80,2021-11-14T08:46:09.000Z,0.191230966,66542674.17,0.0238,-0.67453372,1.29279992,-11.511973,11.94727318,3.53353968,-13.17083231,1721078696,0.0613,1721078696,2021-11-14T08:46:09.000Z
6538,Curve DAO Token,CRV,curve-dao-token,170,2020-08-14T00:00:00.000Z,3303030299,413487283.1,1618756966,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xD533a949740bb3306d119CC777fa900bA034cd52'}",81,2021-11-14T08:47:06.000Z,4.110962536,283242644.4,-8.126,-1.72087516,-1.02030723,-1.8556239,44.27399309,42.90852961,83.71758819,1699830730,0.0605,13578633814,2021-11-14T08:47:06.000Z
1808,OMG Network,OMG,omg,246,2017-07-14T00:00:00.000Z,140245399,140245398.2,140245398.2,,82,2021-11-14T08:47:08.000Z,11.84640195,1129943008,-52.558,-0.07936811,-4.57754835,-29.90097984,-14.35539364,35.17002883,101.4497954,1661403359,0.0592,1661403368,2021-11-14T08:47:08.000Z
1684,Qtum,QTUM,qtum,178,2017-05-24T00:00:00.000Z,107822406,98861006.73,103894810,,83,2021-11-14T08:47:07.000Z,16.4950208,278146205.5,-21.2647,-0.93201562,1.22364073,0.34917801,30.29132604,29.91475106,17.87018272,1630714362,0.0581,1778532830,2021-11-14T08:47:07.000Z
2099,ICON,ICX,icon,70,2017-10-27T00:00:00.000Z,,674471224.9,800460000,,84,2021-11-14T08:47:03.000Z,2.40502244,138407189.2,5.7516,-1.93942191,4.84423762,16.54879708,20.12159313,17.48396677,76.82752171,1622118431,0.0578,1925124262,2021-11-14T08:47:03.000Z
3897,OKB,OKB,okb,52,2019-04-30T00:00:00.000Z,,60000000,300000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",85,2021-11-14T08:46:09.000Z,26.660914,446352109.4,-36.3986,-0.66385567,-0.26659331,-1.61297507,65.46967292,41.92250806,18.25696948,1599654840,0.0569,7998274200,2021-11-14T08:46:09.000Z
2502,Huobi Token,HT,huobi-token,95,2018-02-03T00:00:00.000Z,500000000,161829295.3,500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6f259637dcd74c767781e37bc6133cd6a68aa161'}",86,2021-11-14T08:47:06.000Z,9.751879947,56815236.58,-25.576,-0.42758878,-0.10895951,-7.59188072,32.26688483,-31.75432287,-31.4278859,1578139859,0.0562,4875939973,2021-11-14T08:47:06.000Z
1168,Decred,DCR,decred,53,2016-02-10T00:00:00.000Z,21000000,13495500.04,13495500.04,,87,2021-11-14T08:47:04.000Z,115.9764773,15869310.87,-4.5767,-0.68785309,4.23730727,8.42559668,-5.87552907,-19.54664943,-33.18548789,1565160554,0.0557,2435506024,2021-11-14T08:47:04.000Z
8646,Mina,MINA,mina,42,2021-03-02T00:00:00.000Z,,292743130.8,824104972,,88,2021-11-14T08:47:06.000Z,5.207652379,110051523.3,-52.2322,-1.47241827,-9.35777714,23.35844613,23.44819427,-12.88252806,53.51273645,1524504462,0.0543,4291652218,2021-11-14T08:47:06.000Z
6758,SushiSwap,SUSHI,sushiswap,233,2020-08-28T00:00:00.000Z,250000000,127244443,237182130,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",89,2021-11-14T08:47:07.000Z,10.96798639,128264379.3,-20.1117,-0.93286747,0.74256988,-5.49942441,3.94029124,-16.10719434,-12.18340619,1395615318,0.0497,2741996596,2021-11-14T08:47:07.000Z
3640,Livepeer,LPT,livepeer,45,2018-12-19T00:00:00.000Z,22906951,21164655.33,22859012.33,,90,2021-11-14T08:47:07.000Z,64.56028581,373157749.6,280.3317,0.97066694,6.47419554,92.14554383,177.9224638,250.62117,221.8844331,1366396197,0.0486,1478879304,2021-11-14T08:47:07.000Z
2577,Ravencoin,RVN,ravencoin,87,2018-03-10T00:00:00.000Z,21000000000,10083210000,10083210000,,91,2021-11-14T08:47:06.000Z,0.127123851,52962758.91,0.1772,-0.53530773,1.34551105,-6.07509502,20.38801742,7.24458364,-14.57666148,1281816486,0.0456,2669600872,2021-11-14T08:47:06.000Z
2135,Revain,REV,revain,16,2017-11-01T00:00:00.000Z,,85061485690,85061485690,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9'}",92,2021-11-14T08:47:03.000Z,0.014865983,2039549.763,-8.8196,-0.35244844,-2.4850701,-3.79198918,-20.83171452,-25.818883,25.82395327,1264522638,0.045,1264522638,2021-11-14T08:47:03.000Z
7455,Audius,AUDIO,audius,54,2020-10-20T00:00:00.000Z,,504078968,1061025641,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x18aaa7115705e8be94bffebde57af9bfc265b998'}",93,2021-11-14T08:47:05.000Z,2.429845782,29640549.13,-9.4193,-0.95899651,1.76790916,-6.30790485,21.04327686,11.91621095,43.47924963,1224834154,0.0436,2578128678,2021-11-14T08:47:05.000Z
2563,TrueUSD,TUSD,trueusd,181,2018-03-06T00:00:00.000Z,,1220158837,1220158837,"{'id': 1839, 'name': 'Binance Chain (BEP2)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'TUSDB-888'}",94,2021-11-14T08:47:06.000Z,1.000109941,162401478,22.4323,0.01224935,-0.13192301,0.00208083,0.05314709,-0.00144343,0.03089873,1220292982,0.0435,1220292982,2021-11-14T08:47:06.000Z
2469,Zilliqa,ZIL,zilliqa,144,2018-01-25T00:00:00.000Z,21000000000,11998077719,15289544872,,95,2021-11-14T08:47:06.000Z,0.100592261,55853567.88,-30.7473,-0.92593011,-1.10233733,-7.62224996,7.44616964,-8.52806194,-11.69257108,1206913766,0.043,2112437481,2021-11-14T08:47:06.000Z
5864,yearn.finance,YFI,yearn-finance,210,2020-07-18T00:00:00.000Z,36666,36637.72123,36666,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e'}",96,2021-11-14T08:47:08.000Z,32964.2149,121256980.9,-28.3165,-0.08502985,0.69939536,-2.39849562,-7.47128195,-8.8688211,-19.95033239,1207733716,0.043,1208665904,2021-11-14T08:47:08.000Z
6950,Perpetual Protocol,PERP,perpetual-protocol,59,2020-09-08T00:00:00.000Z,,68700000,150000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbc396689893d065f41bc2c6ecbee5e0085233447'}",97,2021-11-14T08:46:09.000Z,17.54247884,33347713.59,-76.984,-0.90421519,-0.59225938,0.27431903,-1.02916219,2.71465123,22.31735444,1205168296,0.0429,2631371825,2021-11-14T08:46:09.000Z
5604,Secret,SCRT,secret,14,2020-05-19T00:00:00.000Z,,149815729,190165060,,98,2021-11-14T08:47:06.000Z,7.95605219,8287200.613,-45.1484,-0.98822403,5.37183507,-12.04881801,60.49999234,305.8704428,400.3578968,1191941759,0.0424,1512963142,2021-11-14T08:47:06.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,62,2017-10-23T00:00:00.000Z,21000000,17513923.59,17513923.59,,99,2021-11-14T08:47:03.000Z,66.32464668,25533157.64,-1.2282,-0.72818467,1.46843968,3.99868819,-5.31477623,-1.96734165,-3.81520925,1161604794,0.0414,1392817580,2021-11-14T08:47:03.000Z
2634,XDC Network,XDC,xinfin,34,2018-04-12T00:00:00.000Z,,12305012699,37705012699,,100,2021-11-14T08:47:07.000Z,0.09358027,3909928.976,-24.9452,-0.11904571,-0.60893091,-1.7081503,-20.0506529,-27.36405786,-29.58778632,1151506409,0.041,3528445262,2021-11-14T08:47:07.000Z
2586,Synthetix,SNX,synthetix-network-token,180,2018-03-14T00:00:00.000Z,212424133,114841533,215258834.2,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",101,2021-11-14T08:47:06.000Z,10.01687278,96952454.05,2.8081,-1.39650279,4.34093772,-1.33871643,2.68277836,-24.33816467,-22.0906063,1150353026,0.041,2127825515,2021-11-14T08:47:06.000Z
2700,Celsius,CEL,celsius,42,2018-05-18T00:00:00.000Z,695658160,238863519.8,695658160,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d'}",102,2021-11-14T08:47:07.000Z,4.773376305,3862331.161,-6.5681,0.00798693,5.29412658,9.44104838,-15.07253481,-8.5095339,-22.63569939,1140185466,0.0406,3320638177,2021-11-14T08:47:07.000Z
1698,Horizen,ZEN,horizen,74,2017-06-01T00:00:00.000Z,21000000,11736093.75,11736093.75,,103,2021-11-14T08:47:08.000Z,94.57377871,60015228,-37.6825,-0.33405313,-7.14093233,14.22120467,26.77182472,9.89860595,27.98755633,1109926733,0.0395,1986049353,2021-11-14T08:47:08.000Z
2300,WAX,WAXP,wax,31,2017-12-21T00:00:00.000Z,,1836301049,3808033663,,104,2021-11-14T08:47:04.000Z,0.594819894,203117785.5,-0.9323,0.21437961,1.30268196,16.52093342,120.1115268,109.2502098,212.5687644,1092268396,0.0389,2265094181,2021-11-14T08:47:04.000Z
2394,Telcoin,TEL,telcoin,23,2018-01-14T00:00:00.000Z,1.00E+11,55027110195,1.00E+11,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x467bccd9d29f223bce8043b84e8c8b282827790f'}",105,2021-11-14T08:47:05.000Z,0.019675853,13457850.36,-16.2614,-0.66048689,0.80778085,-6.79237084,-9.92773997,2.48837743,-2.96391283,1082705345,0.0385,1967585326,2021-11-14T08:47:05.000Z
5777,renBTC,RENBTC,renbtc,16,2020-06-28T00:00:00.000Z,13698,16825.92071,16825.92071,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xeb4c2781e4eba804ce9a9803c67d0893436bb27d'}",106,2021-11-14T08:47:07.000Z,64106.78461,2073931.705,-74.8057,-0.05820207,1.25398994,3.8459457,8.71297679,35.86935106,35.58489659,1078655675,0.0384,878134735.6,2021-11-14T08:47:07.000Z
1727,Bancor,BNT,bancor,232,2017-06-18T00:00:00.000Z,,237029963.5,237029963.5,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c'}",107,2021-11-14T08:47:08.000Z,4.517419117,38576819.02,-27.1057,-0.09132889,-1.24409103,3.01006033,12.83143591,9.0416189,4.71102049,1070763688,0.0381,1070763688,2021-11-14T08:47:08.000Z
1896,0x,ZRX,0x,203,2017-08-16T00:00:00.000Z,1000000000,845496054.8,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe41d2489571d322189246dafa5ebde1f4699f498'}",108,2021-11-14T08:46:09.000Z,1.252925863,74567036.13,-46.4241,-1.45229684,-4.13370489,3.80630187,26.36478493,19.54315996,17.00855492,1059343874,0.0377,1252925863,2021-11-14T08:46:09.000Z
5617,UMA,UMA,uma,88,2020-05-25T00:00:00.000Z,101172570,63724409.83,105157061.7,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828'}",109,2021-11-14T08:47:07.000Z,16.5457144,75813767.22,-36.586,0.98925919,1.79542202,23.918495,57.42259616,46.63135683,32.71050402,1054365886,0.0375,1673972449,2021-11-14T08:47:07.000Z
3783,Ankr,ANKR,ankr,83,2019-03-06T00:00:00.000Z,10000000000,8162899378,10000000000,"{'id': 1839, 'name': 'Binance Chain (BEP2)', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'ANKR-E97'}",110,2021-11-14T08:47:08.000Z,0.122144818,118998293.6,-37.5738,-0.87640562,-4.00264403,-6.1495774,42.12425009,20.39985524,13.50744874,997055857.8,0.0355,1221448179,2021-11-14T08:47:08.000Z
9436,Dogelon Mars,ELON,dogelon,21,2021-04-23T00:00:00.000Z,1.00E+15,5.58E+14,1.00E+15,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3'}",111,2021-11-14T08:47:04.000Z,1.76E-06,64105823.23,25.4715,-0.21624513,6.63519949,-5.41537863,616.5670127,2890.447704,2157.97331,983451022.6,0.035,1763949071,2021-11-14T08:47:04.000Z
1042,Siacoin,SC,siacoin,57,2015-08-26T00:00:00.000Z,,49373032992,49373032992,,112,2021-11-14T08:47:03.000Z,0.019590605,45682726.2,-24.6811,-0.59058345,-0.36655445,-1.39408992,9.4886862,3.7932921,-0.85273835,967247570.5,0.0344,967247570.5,2021-11-14T08:47:03.000Z
2566,Ontology,ONT,ontology,137,2018-03-08T00:00:00.000Z,1000000000,875249524,1000000000,,113,2021-11-14T08:47:06.000Z,1.096076266,129717202.4,14.4886,-0.46808004,4.73150387,3.67049139,18.49414626,8.17205249,-3.44305868,959340230.4,0.0342,1096076266,2021-11-14T08:47:06.000Z
3330,Pax Dollar,USDP,paxos-standard,27,2018-09-27T00:00:00.000Z,,945642940.1,945642940.1,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8e870d67f660d95d5be530380d0ec0bd388289e1'}",114,2021-11-14T08:47:04.000Z,1.000239102,3941958.634,-6.695,0.03500191,-0.11838833,0.02353311,0.08469519,-0.01133117,0.05018167,945869045.5,0.0337,945869045.5,2021-11-14T08:47:04.000Z
6187,Serum,SRM,serum,104,2020-08-04T00:00:00.000Z,10161000000,133231781,1092844982,,115,2021-11-14T08:47:03.000Z,7.0296067,116044419.4,-8.785,-0.42932518,0.23469955,-9.2136492,-6.94280557,-33.96498967,1.75285352,936567020.4,0.0333,71427833680,2021-11-14T08:47:03.000Z
109,DigiByte,DGB,digibyte,98,2014-02-06T00:00:00.000Z,21000000000,14840193152,14840193152,,116,2021-11-14T08:47:03.000Z,0.062375068,42903473.56,-35.391,-0.78904335,-5.00544531,17.8582581,30.69307104,7.27031416,-11.63484631,925658056.2,0.033,1309876427,2021-11-14T08:47:03.000Z
2539,Ren,REN,ren,128,2018-02-21T00:00:00.000Z,1000000000,997764051,999999632.8,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x408e41876cccdc0f92210600ef50372656052a38'}",117,2021-11-14T08:47:06.000Z,0.912396016,37348518.45,-42.3841,-0.50130491,1.07261488,-3.63514144,-11.32819809,-1.21309728,72.19503055,910355944.6,0.0324,912396015.5,2021-11-14T08:47:06.000Z
7501,WOO Network,WOO,wootrade,47,2020-10-23T00:00:00.000Z,3000000000,554603962.8,2991373776,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4691937a7508860f876c9c0a2a617e7d9e945d4b'}",118,2021-11-14T08:47:05.000Z,1.57865279,23708057.79,-38.4274,-0.18928528,0.57018128,32.03539032,60.9228006,149.3296492,89.57541443,875527093.2,0.0312,4735958370,2021-11-14T08:47:05.000Z
2405,IOST,IOST,iostoken,81,2018-01-16T00:00:00.000Z,90000000000,18099719631,18099719631,,119,2021-11-14T08:47:05.000Z,0.047572919,93571211.59,40.5882,-0.40265714,-0.19087634,-5.37558283,-6.75170349,-37.89249226,40.70312055,861056494.6,0.0307,4281562703,2021-11-14T08:47:05.000Z
4948,Nervos Network,CKB,nervos-network,48,2019-11-19T00:00:00.000Z,,28571744151,34441750765,,120,2021-11-14T08:46:09.000Z,0.029967992,80777425.35,87.4375,-1.04256045,10.5983103,7.29107858,98.10683059,88.23585733,101.1755385,856237788.3,0.0305,1032150097,2021-11-14T08:46:09.000Z
5691,SKALE Network,SKL,skale-network,53,2020-06-12T00:00:00.000Z,7000000000,2377675822,4276664349,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7'}",121,2021-11-14T08:47:07.000Z,0.359714808,30786748.79,-24.4771,-0.01558968,1.97668379,-7.62901211,7.67484855,-19.01937363,-2.89305623,855285200.9,0.0305,2518003653,2021-11-14T08:47:07.000Z
8526,Raydium,RAY,raydium,67,2021-02-19T00:00:00.000Z,555000000,75520273.29,555000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5245c0249e5eeb2a0838266800471fd32adb1089'}",122,2021-11-14T08:47:05.000Z,11.21664171,80305704.63,-25.917,-0.20893108,0.95526242,-9.65269704,11.10715863,-18.76399801,66.01302384,847083847.5,0.0302,6225236150,2021-11-14T08:47:05.000Z
11156,dYdX,DYDX,dydx,79,2021-08-03T00:00:00.000Z,1000000000,56337466,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x92d6c1e31e14520e676a687f0a93788b716beff5'}",123,2021-11-14T08:46:10.000Z,14.86901383,133049092.8,-14.7672,-0.65341332,1.90015718,-10.63852625,-34.7127847,21.67892949,0,837682561.1,0.0298,14869013831,2021-11-14T08:46:10.000Z
2765,XYO,XYO,xyo,29,2018-05-22T00:00:00.000Z,,12844821266,13960974963,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x55296f69f40ea6d20e478533c15a6b08b654e758'}",124,2021-11-14T08:46:08.000Z,0.063395577,42356373.07,-14.8345,-0.37299601,-6.41284112,1.3297454,116.2152867,41.17569466,477.1706711,814304852.6,0.029,885064060,2021-11-14T08:46:08.000Z
4747,Velas,VLX,velas,26,2019-10-03T00:00:00.000Z,,2124380663,2124380663,,125,2021-11-14T08:47:07.000Z,0.380886364,13760558.27,-4.4909,-0.43963502,18.30548041,0.11117617,156.0003502,164.0601936,691.3066606,809147627,0.0288,809147627,2021-11-14T08:47:07.000Z
9285,Moonriver,MOVR,moonriver,19,2021-04-19T00:00:00.000Z,10000000,2312472,10155038,,126,2021-11-14T08:47:03.000Z,348.4340908,23320938.06,-35.9835,0.33004093,0.72880709,-10.94795223,38.8888161,-15.92641772,0,805744078.8,0.0287,3484340908,2021-11-14T08:47:03.000Z
1817,Voyager Token,VGX,voyager-token,8,2017-07-18T00:00:00.000Z,279387971,278482214.2,278482214.2,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3C4B6E6e1eA3D4863700D7F76b36B7f3D3f13E3d'}",127,2021-11-14T08:47:08.000Z,2.753103636,8271213.892,-20.4319,-0.60573753,-8.36610802,11.50179317,12.23492223,9.46969374,-38.64882153,766690396.4,0.0273,769184038.8,2021-11-14T08:47:08.000Z
1567,Nano,NANO,nano,53,2017-03-06T00:00:00.000Z,133248298,133248297.2,133248297.2,,128,2021-11-14T08:47:06.000Z,5.731066647,35946579.04,-21.9751,-0.23091295,-1.45973541,1.12524157,6.0671712,2.62935336,-10.86093202,763654871.9,0.0272,763654876.5,2021-11-14T08:47:06.000Z
8104,1inch Network,1INCH,1inch,146,2020-12-25T00:00:00.000Z,,180362122.3,1500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x111111111117dc0aa78b770fa6a738034120c302'}",129,2021-11-14T08:46:09.000Z,4.206259119,150749301.8,15.2596,-0.2651282,1.3458005,-4.59861521,35.99533368,34.27942235,31.74755601,758649821.8,0.027,6309388679,2021-11-14T08:46:09.000Z
2499,SwissBorg,CHSB,swissborg,11,2018-02-02T00:00:00.000Z,,1000000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba9d4199fab4f26efe3551d490e3821486f135ba'}",130,2021-11-14T08:47:06.000Z,0.753077741,7577408.8,162.6461,1.39143021,11.27747531,17.27500958,16.14333523,6.52997375,0.94233479,753077740.8,0.0268,753077740.9,2021-11-14T08:47:06.000Z
2467,OriginTrail,TRAC,origintrail,17,2018-01-25T00:00:00.000Z,500000000,363836144.4,500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f'}",131,2021-11-14T08:47:06.000Z,2.026474982,14428853.37,17.1119,1.05669924,1.63290837,-10.7705578,242.7417489,392.9546819,402.8983417,737304844.2,0.0262,1013237491,2021-11-14T08:47:06.000Z
4761,NuCypher,NU,nucypher,47,2019-10-07T00:00:00.000Z,3885390082,695250000,1335599882,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4fe83213d56308330ec302a8bd641f1d0113a4cc'}",132,2021-11-14T08:47:08.000Z,1.043839663,1523233264,2775.157,-0.1990003,20.98380943,14.25407848,-53.56272382,219.7719347,245.1382743,725729525.8,0.0258,4055724275,2021-11-14T08:47:08.000Z
3814,Celer Network,CELR,celer-network,59,2019-03-25T00:00:00.000Z,10000000000,6056211958,10000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4f9254c83eb525f9fcf346490bbb3ed28a81c667'}",133,2021-11-14T08:47:08.000Z,0.118360609,82594544.3,-29.6419,0.20467206,-0.05842878,5.54508781,-13.78954639,24.46475202,135.8938619,716816935.6,0.0255,1183606090,2021-11-14T08:47:08.000Z
1659,Gnosis,GNO,gnosis-gno,39,2017-05-01T00:00:00.000Z,10000000,1504587,10000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6810e776880c02933d47db1b9fc05908e5386b96'}",134,2021-11-14T08:47:07.000Z,459.6093634,6171292.1,8.9025,-0.77332678,-2.26108457,-7.51656839,41.38991333,60.27702807,120.0150044,691522273.3,0.0246,4596093634,2021-11-14T08:47:07.000Z
8335,Mdex,MDX,mdex,63,2021-01-27T00:00:00.000Z,,759424412.6,1000000000,"{'id': 2502, 'name': 'Heco', 'symbol': 'HT', 'slug': 'huobi-token', 'token_address': '0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c'}",135,2021-11-14T08:47:04.000Z,0.89550758,32870520.14,-42.8069,-0.54462464,-2.29735322,-10.63547275,-32.75247518,-47.13103656,-35.69210211,680070318.2,0.0242,895507580.4,2021-11-14T08:47:04.000Z
1886,Dent,DENT,dent,40,2017-08-12T00:00:00.000Z,,99007791203,1.00E+11,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3597bfd533a99c9aa083587b074434e61eb0a258'}",136,2021-11-14T08:46:09.000Z,0.006734656,1051201588,-14.0123,-0.14456518,-0.22387398,-3.70014772,21.15754036,34.78337641,-10.23363134,666783386.4,0.0237,673465571.1,2021-11-14T08:46:09.000Z
3773,Fetch.ai,FET,fetch,53,2019-03-02T00:00:00.000Z,1152997575,746113681,1151441226,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85'}",137,2021-11-14T08:47:07.000Z,0.853745929,148172274.7,261.7564,-0.37378771,-2.68453572,0.67604027,18.84996914,-3.5037973,60.77721005,636991517.5,0.0227,984366985.5,2021-11-14T08:47:07.000Z
