,SYMBOL,Open,High,Low,Close,Adj Close,Volume,Gross Profit,percentage_chng_24h,percentage_chng_7d,percentage_chng_30d,percentage_chng_1h
133,DHI,98.0,98.38999938964844,97.0,97.30000305175781,97.30000305175781,2032915.0,7444600000,-0.5010715402209677,5.718919908678209,9.54408490293439,-0.2255266159104038
134,DHR,304.05999755859375,308.2950134277344,299.1199951171875,299.67999267578125,299.67999267578125,3125891.0,12932000000,-1.5441264641679644,4.211181483159798,-2.370332100994912,-0.016668154046713367
135,DIS,160.08999633789062,160.72000122070312,157.66000366210938,158.42999267578125,158.42999267578125,21244853.0,3659000000,-0.7517460191222837,-9.110060670257255,-5.583487332146107,0.18335437494826426
136,DISCA,28.0,28.8700008392334,27.889999389648438,28.020000457763672,28.020000457763672,4125096.0,6859000000,0.3941261589141931,5.241324908203455,19.069962506441573,0.2323522186640351
137,DISCK,27.100000381469727,27.979999542236328,27.059999465942383,27.190000534057617,27.190000534057617,2702566.0,6859000000,0.5175648833485287,5.334886743006165,19.902481726103208,0.14733302427025646
138,DISH,37.13999938964844,36.9900016784668,36.0,36.189998626708984,36.189998626708984,1941111.0,5459707000,-0.9578606460013226,-3.4865284562708343,-11.029945977495979,-0.027630209999080044
139,DLR,158.0,162.5800018310547,158.0,161.1999969482422,161.1999969482422,1833869.0,2331864000,3.1217946490381068,0.5467331940835118,-0.9441671994334688,0.49875503877768346
140,DLTR,123.13999938964844,131.6999969482422,121.41000366210938,129.22999572753906,129.22999572753906,19431110.0,7824600000,14.28191867259872,2.8000016645951704,4.936896426652499,-0.3279344380727491
141,DOV,173.0,174.97000122070312,172.0,173.5,173.5,644081.0,2492914000,0.37024145978749445,0.9165785426800257,2.2356273588604894,0.05188604178383473
142,DOW,60.5,60.81999969482422,59.779998779296875,59.91999816894531,59.91999816894531,3384567.0,5185000000,-0.23310556301113114,3.0012004095091487,7.307486266544895,0.04173529152553252
143,DPZ,515.0,522.9749755859375,507.0199890136719,517.3200073242188,517.3200073242188,762769.0,1132255000,0.7831715618258323,3.512943199690615,4.975762625831101,-0.1573318182600112
144,DRE,,,,,,,720410000,,2.908631739451552,2.542667937056683,0.4163804320058663
145,DRI,151.11000061035156,151.3800048828125,146.9199981689453,147.67999267578125,147.67999267578125,1049214.0,1493500000,-1.7104874038061564,-2.7382158496428435,,-0.18239834809665598
146,DTE,112.62000274658203,113.3499984741211,111.90399932861328,113.19999694824219,113.19999694824219,1619150.0,3874000000,1.1075365076003312,-1.9013390179331888,-1.226289729475195,0.23020586259578285
147,DUK,100.23999786376953,101.01000213623047,99.7300033569336,100.5999984741211,100.5999984741211,2362902.0,11596000000,0.7208662800383547,,,0.02983041036268864
148,DVA,106.2300033569336,106.9800033569336,105.52999877929688,106.47000122070312,106.47000122070312,790579.0,3561991000,0.6237630444551223,-3.2461622457432426,2.489344970943786,-0.26699485200818995
149,DVN,42.54999923706055,43.755001068115234,41.66999816894531,43.18000030517578,43.18000030517578,8560566.0,1557000000,1.4091086151234016,-2.294630468068062,6.237524665138504,-0.6166909550998424
150,DXC,33.52000045776367,33.54999923706055,32.75,33.04999923706055,33.04999923706055,1238613.0,3835000000,-0.869828776844902,-2.883779859199565,2.364140205644628,-0.09069707476852354
151,DXCM,650.0,653.6873779296875,635.6500244140625,641.9500122070312,641.9500122070312,286327.0,1280100000,-0.7130019439757755,1.746762219829327,3.7467265869742374,0.47085107601825504
152,EA,143.61000061035156,144.19500732421875,137.64010620117188,141.27999877929688,141.27999877929688,3850259.0,4135000000,-2.8602884985410566,4.205771160813656,3.700536500111408,0.34095449048238713
153,EBAY,74.47000122070312,76.2300033569336,74.0,74.20999908447266,74.20999908447266,5079476.0,7798000000,0.4058928527926411,-2.196633636917345,-3.662666206834553,0.026956303338808555
